config_id,barcode,sku_id
BW_PAS_HALTERBOW_BLACK_01,PM000113,PML3085724209
BW_PAS_HALTERBOW_BLACK_01,PM000115,PML4460863275
BW_PAS_HALTERBOW_BLACK_01,PM000116,PML2793495303
C224VTC060 _black,C224VTC060-XS,RCP5131054850
CABLLOALOVPRTEWO,8904468851940,CAP2746044345
C224VTC050 _black,C224VTC050-M,RCP3353496473
C224VTC050 _black,C224VTC050-S,RCP8924264354
CABLMELE,8904468805127,CAP3487190585
CABLMELE,8904468805134,CAP7199903237
CABLMELE,8904468805141,CAP6757682989
CABLMESPBR,8904468805363,CAP3158970050
CABLOFCA,8904468811739,CAP1347471249
CABLOFCA,8904468811746,CAP3553468442
CABLOVTE,8904468805523,CAP3621184141
JAC-BLKPANTROLON,JAC-BLKPANTROLON_M,V6214660617
JAC-BLKPANTROLON,JAC-BLKPANTROLON_XL,V4339822501
CABLPLPLSK,8904468836244,CAP7002027126
CABLPLPLSK,8904468836268,CAP4381081598
CABLPLPLSK,8904468836282,CAP3914572281
CABLURATA,8904468806544,CAP9084709027
CABLURATA,8904468832222,CAP7263214170
CABLKREWILEPA,8904468810756,CAP1358090124
CABLRUWALE,8904468800177,CAP3305308688
CABLSC20FLLE,8904468802294,CAP1247289079
CABLSC20FLLE,8904468802317,CAP7221021301
CABLSC20FLLE,8904468802324,CAP4176198496
CABLSCJA,8904468813665,CAP1643843757
CABLSESIOVPRTEWO,8904468851773,CAP8095186928
CABLSESIOVPRTEWO,8904468851797,CAP2511814889
CABLUSKRILE,8904468801976,CAP3901697718
CABLUSKRILE,8904468801983,CAP2697391470
CABLUSKRILE,8904468831928,CAP1793483150
CABLCKSUSTBR,8904468801761,CAP5638041686
CABLCKSUSTBR,8904468801778,CAP2304777448
CABLCKSUSTBR,8904468801785,CAP2492933907
CABLSUCRNETSHREFI,8904468834042,CAP7386643257
CABLSUCRNETSHREFI,8904468834059,CAP3171722752
CABLSUCRNETSHREFI,8904468834066,CAP3512577235
CABLSUCRNETSHREFI,8904468834073,CAP4449113448
CABLSUCRNETSHREFI,8904468834080,CAP4526343944
CABLSUVNETSHREFI,8904468834196,CAP6499531173
CABLSUVNETSHREFI,8904468834226,CAP8762978190
CABLSWTESK,8904468803383,CAP6018340367
EWBLTADRDR,PBWEW00000052,ESL7149509635
CABLTRHO,8904468810657,CAP1972911199
CABLTRHO,8904468810688,CAP1242148435
CABLTRHO,8904468810701,CAP7438056443
CABLUTSW,8904468816055,CAP5571774744
CABLUTSW,8904468816079,CAP7143082585
C224TSC022 _black,C224TSC022-M,RCP1981618011
C224TSC022 _black,C224TSC022-XXL,RCP4553772380
CABLWIJA,8904468815478,CAP2059495728
CABLWIJO,8904468816420,CAP7490462070
CABLZIHO,8904468814990,CAP4053180658
CABLZIJO,8904468815942,CAP7710409073
VJAC-BLDABLOD,VJAC-BLDABLOD_3XL,V7854137767
VJAC-BLDABLOD,VJAC-BLDABLOD_M,V1053484274
VJAC-BLDABLOD,VJAC-BLDABLOD_XL,V7803934370
SIPL1834_GREEN,SIPL1834-GREEN-L,SIP9467417837
SIPL1952_BLACK,SIPL1952-BLACK-L,SIP7303945283
SIPL1952_BLACK,SIPL1952-BLACK-M,SIP3330006141
SIPL1952_BLACK,SIPL1952-BLACK-XL,SIP3155734719
SIPL1952_BLACK,SIPL1952-BLACK-XS,SIP3944618848
Ultimate leggings Lite__Bliss Black-Trousers,2476109001001,BFP8927544038
Ultimate leggings Lite__Bliss Black-Trousers,2476109001004,BFP3606680060
Ultimate leggings Lite__Bliss Black-Trousers,2476109001005,BFP5312024351
Ultimate Flare Pants Lite__Bliss Black-Trousers,2486109001007,BFP2028304742
Ultimate leggings Lite__Prachi Purple Rebel-Trousers,2471001135004,BFP1200592109
Ultimate leggings Lite__Prachi Purple Rebel-Trousers,2471001135006,BFP8473357603
JAC-BLOMLIKBUTFLY,JAC-BLOMLIKBUTFLY_M,V8162049014
JAC-BLOMLIKBUTFLY,JAC-BLOMLIKBUTFLY_S,V7579664476
JAC-BLOMLIKBUTFLY,JAC-BLOMLIKBUTFLY_XL,V2065840962
VJAC-BLIKEBUTTERFLY,VJAC-BLIKEBUTTERFLY_3XL,V8098162427
VJAC-BLIKEBUTTERFLY,VJAC-BLIKEBUTTERFLY_M,V9789088587
CABLALDAFLFLPA,8904468810008,CAP1138933882
CABLALDAFLFLPA,8904468810015,CAP6917508426
CABLALDAFLFLPA,8904468810022,CAP1519258261
CABLALDAFLFLPA,8904468810039,CAP6684592664
CABLALDAFLTO,8904468809002,CAP6835115234
BW_MAS_DRAGONFRUITSATI_BLUE_01,NSPJOST-2049-M,BBB4778293629
BW_MAS_DRAGONFRUITSATI_BLUE_01,NSPJOST-2049-XL,BBB8829729693
CABLEL247SELE,8904468809903,CAP4074860063
CABLEL247SELE,8904468809910,CAP1915444750
CABLEL247SPBR,8904468808722,CAP5599582762
CABLEL247SPBR,8904468808753,CAP3567207964
J-DIAMDRIFT,J-DIAMDRIFT_S,V2179121820
BW_MAS_BLUEREADSLOUNGE_BLUE_01,NSPJRY-2112-L,BBB8654899972
BW_MAS_BLUEREADSLOUNGE_BLUE_01,NSPJRY-2112-S,BBB3750912911
BW_MAS_BLUEREADSLOUNGE_BLUE_01,NSSHRY-2129-M,BBB4595972735
CABLREWILEPA,8904468810794,CAP2337007493
CABLREWILEPA,8904468810817,CAP3867874987
BW_PAS_EMBELLISHEDMINI_BLUE_01,PM000128,PML4118780518
CABLSKRILE,8904468845772,CAP2661878035
CABLSKRILE,8904468845789,CAP3009377835
CABLSKRILE,8904468845802,CAP1986012091
CABLSUSTBR,8904468845864,CAP3703963684
CABLSUSTBR,8904468845871,CAP2023484573
CABLMELE,8904468805172,CAP6497160683
CABLOVTE,8904468805578,CAP9979180591
CABLPISWTESK,8904468849749,CAP7443458625
CABLRATA,8904468806582,CAP8002936134
CABLRATA,8904468806605,CAP1521100258
CABLRATA,8904468806612,CAP5303881307
VJAC-BOHOTHEMED,VJAC-BOHOTHEMED_XXL,V7211707135
VJAC-BORNTSHINE,VJAC-BORNTSHINE_M,V3442145959
VJAC-BORNTSHINE,VJAC-BORNTSHINE_S,V8665067434
VJAC-BORNTSHINE,VJAC-BORNTSHINE_XXL,V6469668732
CABOBLCAESHO,8904468821400,CAP2514133054
BW_HOU_BAGGYFITSHIRT_LAVENDER_01,PBWHOM00000029,HOM4570066645
VJAC-BOWBREAKER,VJAC-BOWBREAKER_3XL,V1424912849
VJAC-BOWBREAKER,VJAC-BOWBREAKER_L,V7289209241
VJAC-BOWBREAKER,VJAC-BOWBREAKER_M,V4176392707
VJAC-BOWBREAKER,VJAC-BOWBREAKER_S,V4486062173
VJAC-BOWBREAKER,VJAC-BOWBREAKER_XL,V8291175770
BW_MAS_BOWMEOVER_BLUE_01,NSPJRN-2161-M,BBB8745716425
BW_MAS_BOWMEOVER_BLUE_01,NSSHRN-2164-L,BBB9686720457
BW_FEI_SS24TE04FG_BLUE_01,SS24TE04FG-L,MF(9411984248
BW_FEI_SS24TE04ON_BLACK_01,SS24TE04ON-M,MF(9151822499
BW_FEI_SS24TE04ON_BLACK_01,SS24TE04ON-XL,MF(8661723556
BW_FEI_SS24TE04SO_WHITE_01,SS24TE04SO-L,MF(3366414589
SIPL1862_GREY,SIPL1862-GREY-M,SIP2069972685
BW_DAS_BROCADELEGGED_GOLD_01,9857096095371,DAD2041981054
JAC-BROKLYNFNST,JAC-BROKLYNFNST_M,V1883359335
JAC-BROKLYNFNST,JAC-BROKLYNFNST_S,V7360078896
JAC-BROKLYNFNST,JAC-BROKLYNFNST_XXXL,V7838636208
BW_STI_BROOKLYN_BLUE_01,SS-3176,JMP2751989568
BW_STI_BROOKLYN_BLUE_01,SS-3177,JMP5185461862
CABRBETUTO,8904468803994,CAP7110374112
CABRDUSHADHO,8904468810305,CAP5679436857
CABRDUSHADHO,8904468810343,CAP2229855546
CABRDUSLADJO,8904468810961,CAP5819574406
CABRDUSLADJO,8904468810978,CAP3739874084
CABRDUSLADJO,8904468810985,CAP3472180596
CABRDUSLADJO,8904468810992,CAP1279792789
THBRLOSLSHWIBABOTIDE,AW25-SHIRT102-XL/XXL,CDP1766619557
CABRMELE,8904468805066,CAP2330203201
CABRMESPBR,8904468805240,CAP6049260876
CABROVTE,8904468805424,CAP3246295067
CABROVTE,8904468805455,CAP9628705665
CABROVTE,8904468805462,CAP4568340470
CABRREWILEPA,8904468810848,CAP4361952637
CABRREWILEPA,8904468810862,CAP5174864467
THBRSACONEBATOWISC,AW25-TOP-102-S,CDP8052485643
CABRSC20FLLE,8904468802423,CAP3617866354
CABRSIZITO,8904468839900,CAP1815679633
CABRSIZITO,8904468839917,CAP5736916948
CABRSIZITO,8904468839931,CAP2695936515
JAC-BRCLEEDRAGON,JAC-BRCLEEDRAGON_L,V4248209070
JAC-BRCLEEDRAGON,JAC-BRCLEEDRAGON_M,V7814093704
VJAC-BRUCELEUPIFLAM,VJAC-BRUCELEUPIFLAM_3XL,V6230586113
VJAC-BRUCELEUPIFLAM,VJAC-BRUCELEUPIFLAM_L,V5355371573
VJAC-BRUCELEUPIFLAM,VJAC-BRUCELEUPIFLAM_M,V8262873061
VJAC-BRUCELEUPIFLAM,VJAC-BRUCELEUPIFLAM_XXL,V4073336592
CABRSKRILE,8904468802058,CAP4452866943
CABRSKRILE,8904468802089,CAP1612736446
CABRSKRILE,8904468831935,CAP9800408734
CABRSUSTBR,8904468801884,CAP3080912289
CABRSUSTBR,8904468831874,CAP6127084363
CABRSUSTBR,8904468831881,CAP8016739256
C224VTC081 _Black,C224VTC081-S,RCP3220757457
CABUAECOCRTA,8904468842702,CAP9562627873
CABUCOTRTO,8904468840098,CAP9626528131
CABUCOTRTO,8904468840111,CAP8894698722
CABUCOTRTO,8904468840128,CAP8819730342
VJAC-BUTTERFLYBREZE,VJAC-BUTTERFLYBREZE_L,V2180360385
VJAC-BUTTERFLYBREZE,VJAC-BUTTERFLYBREZE_M,V9427129038
VJAC-BUTTERFLYBREZE,VJAC-BUTTERFLYBREZE_XL,V8060672735
VJAC-BUTTERFLYBREZE,VJAC-BUTTERFLYBREZE_XXL,V9510773102
EWBUYEDRDR,PBWEW00000075,ESL4783070811
HACACSUSLEMSH,250007367,HLP9057704348
UBJ_CALIB_OCBLU,8901229019212,SI(2872491425
UBJ_CALIB_OCBLU,8901229019205,SI(9952997743
UBJ_CALOT_BLU,8901229018697,SI(4042984354
UBJ_CALIB_OCBLU,8901229019229,SI(3619844899
SIPL1924_BEIGE,SIPL1924-BEIGE-L,SIP8386034557
SIPL1924_BEIGE,SIPL1924-BEIGE-XL,SIP2606732935
WICARE,8906181980198,WEP5148535261
BW_FEI_AW24LG20OL_OLIVE_01,AW24LG20OL-L,MF(9323683939
BW_FEI_AW24LG20OL_OLIVE_01,AW24LG20OL-XL,MF(8053879022
BW_FEI_AW24LG20ON_BLACK_01,AW24LG20ON-L,MF(7302891052
BW_FEI_AW24LG20ON_BLACK_01,AW24LG20ON-S,MF(5165440120
BW_FEI_AW24LG20RW_PINK_01,AW24LG20RW-L,MF(8000431150
BW_FEI_AW24LG20RW_PINK_01,AW24LG20RW-M,MF(3587821175
BW_FEI_AW24LG20RW_PINK_01,AW24LG20RW-S,MF(4735642201
BW_FEI_AW24LG20RW_PINK_01,AW24LG20RW-XL,MF(6127886222
BW_FEI_AW24SB17OL_OLIVE_01,AW24SB17OL-S,MF(4601632593
BW_FEI_AW24SB17RW_PINK_01,AW24SB17RW-L,MF(9367338778
BW_FEI_AW24SB17RW_PINK_01,AW24SB17RW-M,MF(4835070801
BW_SUG_SHIRTS_LAVENDER_01,33338154,HOA3311242778
BW_SUG_SHIRTS_LAVENDER_01,33370922,HOA7964988833
VJAC-CANTRUSHGREATNESS,VJAC-CANTRUSHGREATNESS_L,V3526873234
VJAC-CANTRUSHGREATNESS,VJAC-CANTRUSHGREATNESS_M,V8901700803
VJAC-CANTRUSHGREATNESS,VJAC-CANTRUSHGREATNESS_S,V1777274343
VJAC-CANTRUSHGREATNESS,VJAC-CANTRUSHGREATNESS_XL,V6492902657
VJAC-CANTRUSHGREATNESS,VJAC-CANTRUSHGREATNESS_XXL,V3110511074
CACACAESSW,8904468832499,CAP7792374443
CACACAESSW,8904468832505,CAP5366190312
CACACAESSW,8904468832512,CAP7132699138
PRCACLSH,8904432420158,PGP9208349964
SIPL1866_BLACK,SIPL1866-BLACK-L,SIP9782382112
SIPL1866_BLACK,SIPL1866-BLACK-S,SIP7455182305
SIPL1866_BLACK,SIPL1866-BLACK-XS,SIP7769855941
SIPL1866_BLACK,SIPL1866-BLACK-XXL,SIP7200064756
SIPL1883_RED,SIPL1883-RED-L,SIP5531344841
SIPL1883_RED,SIPL1883-RED-S,SIP6299987277
SIPL1883_RED,SIPL1883-RED-XL,SIP9060714197
THCA,8904469115652,TAP3963696793
THCA,8904469115676,TAP8161376068
THCA,8904469115683,TAP4074050202
THCA,8904469115720,TAP9144608746
RWCAPA01BL,8904344214500,RPL5209771725
RWCAPA01BL,8904344214524,RPL4055960270
RWCAPA01BL,8904344214531,RPL6229088405
RWCAPA01GR,8904344214593,RPL2911148392
RWCAPA01GR,8904344214616,RPL4373439645
TSHIRT/CASH__Black,PBWSOR0000473,TLC1081691769
VJAC-CASHPHANTOM,VJAC-CASHPHANTOM_XXL,V8245982145
THCABE,8904469119018,TAP6776716378
THCABE,8904469119025,TAP4499481184
THCABE,8904469119049,TAP7500537742
THCABE,8904469119056,TAP9315399524
SIPL1855_BLACK,SIPL1855-BLACK-S,SIP1689501974
CACAFLMA,8904468832246,CAP3732412045
CMXBSDPFC_150,8809626562921,SCP1595275028
CMXDNGLTC_35,8809626564000,SCP9937118170
CMXDBPCB_50,8809606852400,SCP5177001335
CMXDBWSC_40,8809686388172,SCP3238066641
CMXJWGHBPP_125,8809463992615,SCP5036333280
CMXOCMSS_19,8809971489911,SCP9976148792
CMXTRNHFL_150,8802070709225,SCP2367724131
CRXCBC,8809416470368,LRP7008217016
CRXCWAFT,8809416470085,LRP2732578758
C224VTC106 _charcoal,C224VTC106-L,RCP4604273194
C224VTC106 _charcoal,C224VTC106-S,RCP9056448953
Charcoal Wing_Grey,EW002AF/XL,PA7855723560
CACHZIITUPTO,8904468806131,CAP9943746390
CACHZIITUPTO,8904468843730,CAP4994887386
SIPL20072_BLUE,SIPL20072-BLUE-L,SIP3769481875
SIPL20072_BLUE,SIPL20072-BLUE-M,SIP4577776060
SIPL20072_BLUE,SIPL20072-BLUE-S,SIP5010732444
SIPL20072_BLUE,SIPL20072-BLUE-XL,SIP9384709465
BW_MAS_CHEETAHFULLSLEE_BROWN_01,NSPJRN-2115-S,BBB4860393267
BW_MAS_CHEETAH_BROWN_01,NSPJRN-2103-M,BBB1443289948
BW_MAS_CHEETAH_BROWN_01,NSPJRN-2103-S,BBB5579039885
BW_MAS_CHEETAH_BROWN_01,NSPJRN-2103-XL,BBB6375429981
BW_MAS_CHEETAH_BROWN_01,NSSHRN-2104-L,BBB4268152049
BW_MAS_CHEETAH_BROWN_01,NSSHRN-2104-M,BBB5847248008
BW_MAS_CHEETAH_BROWN_01,NSSHRN-2104-S,BBB6174988967
BW_DAS_BLAZER_RED_01,2760363639371,DAD5963914922
BW_DAS_BLAZER_RED_01,3113375890471,DAD2804968887
BW_MAS_CHERRYSATIN_PINK_01,NSPJOST-2052-L,BBB8715793634
SIPL1938_BLUE,SIPL1938-BLUE-XL,SIP9024955710
SIPL1938_BLUE,SIPL1938-BLUE-XS,SIP2724367508
SIPL1825_YELLOW,SIPL1825-YELLOW-L,SIP8214960760
SIPL1825_YELLOW,SIPL1825-YELLOW-S,SIP3730883770
SIPL20010_BLUE,SIPL20010-BLUE-M,SIP1919654657
SIPL20010_BLUE,SIPL20010-BLUE-S,SIP7797959944
SIPL19037_GREEN,SIPL19037-GREEN-L,SIP1396760589
SIPL19037_GREEN,SIPL19037-GREEN-M,SIP4486026478
SIPL19046_WHITE,SIPL19046-WHITE-L,SIP4947704068
SIPL19046_WHITE,SIPL19046-WHITE-S,SIP5331557039
SIPL19046_WHITE,SIPL19046-WHITE-XS,SIP4088493133
BW_STI_CHRISSE_WHITE_01,SS-717,JMP6484917745
BW_STI_CHRISSE_WHITE_01,SS-719,JMP4544409273
VJAC-CITYOFGODS,VJAC-CITYOFGODS_M,V3666494891
VJAC-CITYOFGODS,VJAC-CITYOFGODS_S,V1456945492
SIPL1745_PINK,SIPL1745-PINK-L,SIP4003965984
SIPL1745_PINK,SIPL1745-PINK-M,SIP6837487589
SIPL1745_PINK,SIPL1745-PINK-S,SIP6324027140
SIPL1745_PINK,SIPL1745-PINK-XS,SIP5712837737
saclscdemaoigrschehamafobuit20,8908020986221,ANB1167404168
HACLBLPRWAOXSH,250005343,HLP1340067473
JACKET/LEATHER/B__Black,PBWSOR0000431,TLC9025230001
JACKET/LEATHER/B__Black,PBWSOR0000432,TLC5962027370
JACKET/LEATHER__Black,PBWSOR0000434,TLC9550513151
PRCLPUBL,8904432414423,PGP3999851145
PRCLPUBL,8904432414430,PGP3975800527
PRCLPUBL,8904432414447,PGP1205639046
PRCLSHBL,8904432401850,PGP5390331853
PRCLSHBL,8904432401867,PGP4787823176
BW_CRA_BECRAZY_WHITE_01,8905202264934,HOB1966331441
BW_CRA_BECRAZY_WHITE_01,8905202264941,HOB5831244473
BW_OUT_CLUBMANACO_BEIGE_01,8907535778429,BAP6737085321
HACOGREMCUWHSH,250007690,HLP4045758741
HACOGREMCUWHSH,250007691,HLP3100545823
HACOVOBLEMSH,250008204,HLP1706505338
HOODIE/COCAINE__Black,PBWSOR0000032,TLC6486024060
HOODIE/COCAINE__White,PBWSOR0000034,TLC2347758497
HOODIE/COCAINE__Red,PBWSOR0000036,TLC2467343864
HOODIE/COCAINE__White,PBWSOR0000182,TLC1613807928
HOODIE/COCAINE__Red,PBWSOR0000184,TLC1079482272
HOODIE/COCAINE__Black,PBWSOR0000196,TLC1816004749
HOODIE/COCAINE__White,PBWSOR0000198,TLC1250070369
HOODIE/COCAINE__Red,PBWSOR0000200,TLC7288185675
HOODIE/COCAINE__White,PBWSOR0000214,TLC1636180030
HOODIE/COCAINE__Red,PBWSOR0000216,TLC5610737091
HOODIE/COFFEE,PBWSOR0000319,TLC5748205540
BW_RAR_RAREZCOLIN_01,8909196251420,RTP1487165874
VJAC-COLOURBLOCK-BLK,VJAC-COLOURBLOCK-BLK_L,V9978499690
VJAC-COLOURBLOCK-BLK,VJAC-COLOURBLOCK-BLK_S,V4505022850
VJAC-COLOURBLOCK-BLK,VJAC-COLOURBLOCK-BLK_XXL,V1210155499
THCOMO,8904469118585,TAP2243383305
THCOMO,8904469118653,TAP3366034217
COCOAETOWH,8900004283,SPL3557777112
COCOAETOWH,8900004284,SPL5924966030
COCOAETOWH,8900004285,SPL2574510391
COCOAETOWH,8900004288,SPL1626062491
COCOAJTOGR,8900004362,SPL2783540504
COCOAJTOGR,8900004363,SPL6128816313
COCOAJTOGR,8900004365,SPL9978524930
COCOAPPAWH,8900004031,SPL3183942912
COCOAPPAWH,8900004036,SPL1924744909
COCOAPSHWH,8900004271,SPL1023319154
COCOAPSHWH,8900004272,SPL4485388150
COCOAQBLBR,8900004316,SPL8595866043
COCOARJABL,8900004168,SPL6721043628
COCOARJABR,8900004012,SPL3333594890
COCOARDRGR,8900004371,SPL5395631844
COCOATDRBL,8900004133,SPL3211940770
COCOATDRBL,8900004136,SPL4192579406
COCOBITOBR,8900003527,SPL6578592791
COCOBITOBR,8900003531,SPL2801398527
COCOBITOBR,8900003532,SPL7452053440
COCOBITOPU,8900003533,SPL2665874964
COCOBITOPU,8900003537,SPL3633506725
COCOCITOGR,8900004142,SPL4108040658
COCOCRBRTOCR,8900003596,SPL2254878916
COCOCRBRTOCR,8900003598,SPL6360649271
COCOCRBRTOPU,8900003599,SPL8314209290
COCOCRBRTOPU,8900003600,SPL6504306544
COCOCRBRTOPU,8900003601,SPL9139384078
COCOCRBRTOPU,8900003603,SPL2067110994
COCOCRBRTOPU,8900003604,SPL3341414418
COCOFRVEBL,8900003564,SPL4564794875
COCOFRVEBL,8900003565,SPL6808866214
COCOFRVEBL,8900003566,SPL3852236346
COCOFRVEBL,8900003567,SPL4720407410
COCOFRVEBL,8900003568,SPL2684975183
COCOGLSKBL,8900003497,SPL5749514148
COCOGLSKBL,8900003498,SPL5624317924
COCOGLSKBL,8900003499,SPL9909135203
COCOGLSKBL,8900003500,SPL7187209622
COCOGLSKBL,8900003502,SPL2130648256
COCOHEDRBL,8900004105,SPL9243286472
COCOHEDRWI,8900004091,SPL8315319513
COCOHEDRWI,8900004092,SPL8186912588
COCOHEDRWI,8900004093,SPL7516927942
COCOHEDRWI,8900004094,SPL4498240221
COCOHEJABL,8900004085,SPL7917695543
COCOHEJABL,8900004088,SPL5043535248
COCOHEJABL,8900004089,SPL6777415090
COCOHODRWH,8900004277,SPL5065233546
COCOHODRWH,8900004280,SPL3084269456
COCOHODRWH,8900004281,SPL3463095428
COCOHOCOTOBL,8900003784,SPL6416456325
COCOHOCOTOBL,8900003786,SPL8775912999
COCOHOCOTOBL,8900003787,SPL2568325020
COCOHOCOTOBL,8900003788,SPL4894739343
COCOHOCOTOBL,8900003789,SPL5797952761
COCOHOCOTOBR,8900003796,SPL3375217273
COCOHOCOTOBR,8900003800,SPL6704953064
COCOLEBLBR,8900004327,SPL8675431526
COCOLEBLBR,8900004329,SPL4211609354
COCOLODRWH,8900004202,SPL3287664408
COCOMATOBL,8900003510,SPL6513173061
COCOMATOBL,8900003512,SPL9501030257
COCOMATOBR,8900003515,SPL5264345055
COCOMATOBR,8900003516,SPL7347150451
COCOMATOBR,8900003519,SPL7141095555
COCOMATOBR,8900003520,SPL4768090733
COCOMATOPU,8900003522,SPL9089988540
COCOMASKWH,8900004265,SPL2708181893
COCOMASKWH,8900004266,SPL4136211112
COCOMASKWH,8900004269,SPL7531045321
COCOMEDRBL,8900003474,SPL1639906055
COCOMEDRCR,8900003467,SPL3065197050
COCOMETOWH,8900004260,SPL3824828262
COCONETOBL,8900003981,SPL5040814268
COCONETOBL,8900003982,SPL6004394078
COCONETOBL,8900003984,SPL9466826953
COCONETOBL,8900003985,SPL1745769845
COCONETOBL,8900003987,SPL9006533636
COCONETOWI,8900004097,SPL7832069980
COCONETOWI,8900004101,SPL1868966857
COCONETOWI,8900004102,SPL1471790673
COCOOLPAPU,8900004235,SPL1169782762
COCOOLPAPU,8900004236,SPL7112626030
COCOOLPAPU,8900004237,SPL2522155314
COCOOLPAPU,8900004240,SPL7304726956
COCOOLPAWI,8900004232,SPL2172591399
COCOOLPAWI,8900004234,SPL9200177477
COCOOLSHPU,8900004217,SPL4367327789
COCOOLSHPU,8900004219,SPL6694037626
COCOOLSHPU,8900004221,SPL9532949442
COCOOLSHPU,8900004222,SPL5805119353
COCOOLSHWI,8900004226,SPL7836200224
COCOORTOBL,8900004127,SPL4164413929
COCOORTOBL,8900004128,SPL4199617752
COCOPAJUPU,8900003760,SPL1305107655
COCOPAJUPU,8900003761,SPL3410299910
COCOPAJUPU,8900003764,SPL2628347866
COCOPAJUPU,8900003765,SPL2726508081
COCOPETOPU,8900004298,SPL1669422688
COCOPETOPU,8900004299,SPL6484573706
COCOPETRMU,8900004377,SPL9775330136
COCOPETRWI,8900004051,SPL6312034750
COCOPHBLBL,8900004056,SPL5908389348
COCOPHBLBL,8900004057,SPL8687664317
COCOPHBLCR,8900004110,SPL3019906507
COCOPHTRBL,8900004061,SPL4597516682
COCOPHTRBL,8900004062,SPL4132371489
COCOPHTRBL,8900004063,SPL6003086904
COCOPHTRBL,8900004064,SPL1272895654
COCOPRWOBLBL,8900003492,SPL9735347276
COCOPRWOBLBL,8900003493,SPL6085007204
COCOPRWOBLBL,8900003494,SPL7100277284
COCOPRWOBLBL,8900003495,SPL1494397207
COCOSMPABL,8900003804,SPL9529872744
COCOSMPABL,8900003806,SPL4940202798
COCOSMPABL,8900003807,SPL4764186383
COCOSMPABR,8900003814,SPL5843750055
COCOSMPABR,8900003816,SPL4704626836
COCOSMPABR,8900003818,SPL1943851070
COCOSMPAGR,8900003812,SPL2201200245
COCOSMTOBL,8900003820,SPL5531304870
COCOSMTOBL,8900003821,SPL5423027746
COCOSMTOBR,8900003832,SPL7708860786
COCOSMTOBR,8900003834,SPL3095863630
COCOSMTOBR,8900003835,SPL4365604579
COCOSMTOBR,8900003836,SPL3157281423
COCOSMTOBR,8900003837,SPL1225525235
COCOSMTOGR,8900003826,SPL6921412134
COCOSMTOGR,8900003827,SPL4347552410
COCOSMTOGR,8900003830,SPL5643402553
COCOSNTOCR,8900003569,SPL6651411179
COCOSNTOCR,8900003574,SPL8341609883
COCOSPJACR,8900004309,SPL6136668579
COCOSPJACR,8900004312,SPL2008618098
COCOSPRUBOBL,8900003540,SPL9269687355
COCOSPRUBOBL,8900003542,SPL8784277776
COCOSPRUBOBL,8900003544,SPL9076005112
COCOSUWHSHCR,8900003863,SPL2551071718
COCOSUWHSHCR,8900003866,SPL9827250759
COCOSUWHSHPU,8900003856,SPL3905589828
COCOSUWHSHPU,8900003859,SPL3974874825
COCOTHSIJABL,8900004172,SPL1220066771
COCOTHSIJAGR,8900004249,SPL6437501384
COCOTHSIJAGR,8900004251,SPL8127894291
COCOTHSIPAGR,8900004255,SPL2194657320
COCOTHSIPAGR,8900004256,SPL9161768260
COCOTHSIPAGR,8900004258,SPL7476056409
COCOTHTWJABL,8900004069,SPL9888237352
COCOTHTWJABL,8900004072,SPL8691082670
COCOTHTWJACR,8900004291,SPL5447555611
COCOTRTOBL,8900003990,SPL4512834404
COCOTRTOBL,8900003992,SPL2105825210
COCOTRTOBL,8900003994,SPL1636950676
COCOTRTOBL,8900004206,SPL1746421894
COCOTRTOBL,8900004209,SPL3284093517
COCOTRTOWI,8900004181,SPL9115050340
COCOTRPACR,8900004243,SPL5164703120
COCOTRPACR,8900004246,SPL8364847842
COCOVISKPU,8900003895,SPL1124744831
COCOVITOPU,8900003891,SPL9605555897
COCOWIPESHWH,8900003847,SPL4076561086
COCOXEJABL,8900004159,SPL8326530423
COCOXEJABL,8900004160,SPL9997921439
COCOXEJABR,8900004014,SPL6422907911
COCOXEJABR,8900004018,SPL3375587172
COCOZEJACR,8900004043,SPL3035610958
COCOZEJACR,8900004046,SPL6681450002
COCOZEJACR,8900004048,SPL9462014675
RWCOPAKA,8904344214678,RPL5385887591
BW_CRA_CORECROP_RED_01,8905202269236,HOB2163753909
BW_CRA_CORECROP_RED_01,8905202269250,HOB5698320026
BW_CRA_CORECROP_RED_01,8905202269267,HOB3453097068
BW_CRA_CORECROP_RED_01,8905302263868,HOB2734451106
BW_CRA_COSMICINTRUDER_BLACK_01,8905202268871,HOB6866977385
VJAC-COSMICTHRED,VJAC-COSMICTHRED_3XL,V1872480844
VJAC-COSMICTHRED,VJAC-COSMICTHRED_XL,V8262206921
CXNNPPP_CCR_20,8909340000621,CWP7337551386
CXMLVITW,8909340000508,CWP6697786898
CRXASPEC,8809598451070,LRP4303153808
CRXOSMUP,8809416470764,LRP5167645110
CRXOSOCP,8809416470306,LRP9450290436
PRCOREFICAPA_OLV,8904432418919,PGP6118616435
PRCOREFICAPA_NA,8904432418957,PGP3789401922
PRCOREFICAPA_NA,8904432418971,PGP4296669300
crater-yang-cred-exclusive,726684034741,GMP1549278288
crater-yang-cred-exclusive,726684034765,GMP3200543587
crater-yin-cred-exclusive,726684034642,GMP9824753125
crater-yin-cred-exclusive,726684034659,GMP3905465421
crater-yin-cred-exclusive,726684034666,GMP5959167070
crater-yin-cred-exclusive,726684034673,GMP9114954706
crater-yin-cred-exclusive,726684034680,GMP3563595353
